ID;COUNTRY;YIAR;CAREWORKERS
165;Country B;-1;4.573
166;Country A;1995;10.421
167;Country B;1995;6.496
168;Country A;1995;9.838
169;Country B;1995;5.031
170;Country A;1995;6.028
171;Country B;1995;5.581
172;Country A;1995;14.766
173;Country B;1995;3.826
174;Country A;1995;10.639
175;Country B;1995;7.667
176;Country A;1995;11.84
177;Country B;1995;6.526
178;Country A;1995;12.324
179;Country B;1995;5.391
180;Country A;1995;15.131
181;Country B;-1;6.837
182;Country A;1995;16.53
183;Country B;1995;6.351
184;Country A;1995;7.833
185;Country B;1995;6.258
186;Country A;1995;12.33
187;Country B;1995;6.887
188;Country A;1995;14.668
189;Country B;1995;6.867
190;Country A;1995;16.164
191;Country B;1995;5.398
192;Country A;1995;12.15
193;Country B;1995;6.25
194;Country A;1995;12.253
195;Country B;1995;5.162
196;Country A;1995;17.691
197;Country B;1995;4.621
198;Country A;1995;8.85
199;Country B;-1;5.915
200;Country A;1995;11.929
201;Country B;1995;5.333
202;Country A;1995;9.947
203;Country B;1995;6.192
204;Country A;1995;12.334
205;Country B;1995;4.835
206;Country A;1995;9.446
207;Country B;1995;5.843
208;Country A;1995;12.654
209;Country B;1995;5.846
210;Country A;1995;10.542
211;Country B;1995;7.025
212;Country A;1995;12.618
213;Country B;1995;5.417
214;Country A;1995;-9999999
215;Country B;1995;5.773
216;Country A;1995;14.516
217;Country B;1995;5.689
218;Country A;1995;10.807
219;Country B;1995;3.59
220;Country A;1995;9.761
221;Country B;1995;7.488
222;Country A;1995;13.306
223;Country B;1995;4.684
224;Country A;1995;13.491
225;Country B;1995;5.84
226;Country A;1995;13.059
227;Country B;1995;5.042
228;Country A;1995;14.243
229;Country B;1995;4.048
230;Country A;1995;9.463
231;Country B;1995;6.726
232;Country A;1995;6.722
233;Country B;1995;8.935
234;Country A;1995;10.553
235;Country B;1995;5.525
236;Country A;1995;12.532
237;Country B;1995;6.296
238;Country A;1995;11.586
239;Country B;1995;5.353
240;Country A;1995;12.666
241;Country B;1995;6.796
242;Country A;1995;13.589
243;Country B;1995;7.683
244;Country A;1995;11.023
245;Country B;1995;5.554
246;Country A;1995;12.341
247;Country B;1995;5.722
248;Country A;1995;10.803
249;Country B;-1;3.95
250;Country A;1995;9.656
251;Country B;1995;5.053
252;Country A;1995;7.163
253;Country B;1995;6.963
254;Country A;1995;11.781
255;Country B;1995;5.488
256;Country A;1995;13.46
257;Country B;1995;4.741
258;Country A;1995;11.807
259;Country B;1995;7.731
260;Country A;1995;10.809
261;Country B;1995;5.802
262;Country A;1995;-9999999
263;Country B;1995;3.621
264;Country A;1995;13.187
265;Country B;1995;5.298
266;Country A;1995;11.789
267;Country B;1995;5.184
268;Country A;1995;10.711
269;Country B;1995;4.976
270;Country A;1995;7.421
271;Country B;1995;6.926
272;Country A;1995;11.171
273;Country B;1995;6.136
274;Country A;1995;16.947
275;Country B;1995;8.368
276;Country A;1995;11.685
277;Country B;1995;4.847
278;Country A;1995;13.087
279;Country B;1995;6.761
280;Country A;-1;9.744
281;Country B;1995;3.848
282;Country A;1995;12.937
283;Country B;1995;5.923
284;Country A;1995;9.657
285;Country B;1995;7.686
286;Country A;1995;11.121
287;Country B;1995;4.966
288;Country A;1995;10.774
289;Country B;1995;5.638
290;Country A;1995;10.005
291;Country B;1995;5.444
292;Country A;1995;10.419
293;Country B;1995;6.433
294;Country A;1995;10.375
295;Country B;1995;4.546
296;Country A;1995;10.396
297;Country B;1995;4.152
298;Country A;1995;12.542
299;Country B;1995;4.902
300;Country A;1995;15.838
301;Country B;1995;6.812
302;Country A;1995;11.342
303;Country B;1995;7.388
304;Country A;1995;12.059
305;Country B;1995;5.928
306;Country A;1995;12.748
307;Country B;1995;5.693
308;Country A;1995;9.069
309;Country B;1995;7.926
310;Country A;1995;15.066
311;Country B;1995;6.195
312;Country A;1995;12.058
313;Country B;1995;6.368
314;Country A;1995;11.145
315;Country B;1995;6.549
316;Country A;1995;12.483
317;Country B;1995;6.304
318;Country A;1995;15.617
319;Country B;1995;5.745
320;Country A;1995;13.696
321;Country B;1995;6.2
322;Country A;1995;9.707
323;Country B;1995;6.957
324;Country A;1995;15.082
325;Country B;1995;-9999999
326;Country A;1995;9.443
327;Country B;1995;5.44
328;Country A;1995;11.995
329;Country B;1995;5.806
330;Country A;1995;11.925
331;Country B;1995;5.386
332;Country A;1995;14.3
333;Country B;1995;6.435
334;Country A;1995;14.561
335;Country B;1995;5.785
336;Country A;1995;11.775
337;Country B;1995;6.424
338;Country A;1995;12.028
339;Country B;1995;6.011
340;Country A;1995;10.171
341;Country B;1995;5.676
342;Country A;1995;14.203
343;Country B;1995;5.494
344;Country A;1995;9.654
345;Country B;1995;5.943
346;Country A;1995;13.679
347;Country B;1995;4.43
348;Country A;1995;11.693
349;Country B;1995;6.824
350;Country A;1995;15.839
351;Country B;1995;5.474
352;Country A;1995;15.434
353;Country B;1995;4.362
354;Country A;1995;13.343
355;Country B;1995;6.409
356;Country A;1995;10.821
357;Country B;1995;4.996
358;Country A;1995;11.113
359;Country B;1995;5.402
360;Country A;1995;11.576
361;Country B;1995;5.829
362;Country A;1995;8.969
363;Country B;1995;3.185
364;Country A;1995;14.371
365;Country B;1995;6.081
366;Country A;1995;11.317
367;Country B;1995;6.511
368;Country A;1995;11.043
369;Country B;1995;4.463
370;Country A;1995;11.314
371;Country B;1995;7.088
372;Country A;1995;9.661
373;Country B;1995;6.383
374;Country A;1995;-9999999
375;Country B;1995;6.666
376;Country A;1995;11.653
377;Country B;1995;6.34
378;Country A;1995;10.783
379;Country B;1995;5.897
380;Country A;1995;10.418
381;Country B;1995;6.375
382;Country A;1995;10.074
383;Country B;1995;7.946
384;Country A;-1;12.731
385;Country B;1995;6.805
386;Country A;1995;11.789
387;Country B;1995;4.111
388;Country A;1995;17.109
389;Country B;1995;5.704
390;Country A;1995;6.994
391;Country B;1995;6.389
392;Country A;1995;10.302
393;Country B;1995;5.152
394;Country A;1995;8.265
395;Country B;1995;8.374
396;Country A;1995;9.94
397;Country B;1995;4.734
398;Country A;1995;9.945
399;Country B;1995;3.617
400;Country A;1995;13.317
401;Country B;1995;5.346
402;Country A;1995;13.525
403;Country B;1995;5.239
404;Country A;1995;14.956
405;Country B;1995;7.719
406;Country A;1995;11.534
407;Country B;1995;7.516
408;Country A;1995;12.983
409;Country B;1995;5.123
410;Country A;1995;8.942
411;Country B;1995;5.224
412;Country A;1995;12.984
413;Country B;1995;6.108
414;Country A;1995;9.166
415;Country B;1995;6.766
416;Country A;1995;13.382
417;Country B;1995;7.481
418;Country A;1995;14.171
419;Country B;1995;5.959
420;Country A;1995;12.091
421;Country B;1995;4.848
422;Country A;1995;8.88
423;Country B;1995;5.172
424;Country A;1995;13.499
425;Country B;1995;6.665
426;Country A;1995;11.787
427;Country B;1995;6.002
428;Country A;1995;9.865
429;Country B;1995;5.671
430;Country A;1995;12.746
431;Country B;1995;4.59
432;Country A;1995;10.549
433;Country B;1995;4.595
434;Country A;1995;11.561
435;Country B;1995;5.589
436;Country A;1995;7.496
437;Country B;1995;6.669
438;Country A;1995;7.82
439;Country B;1995;6.325
440;Country A;1995;13.974
441;Country B;1995;5.141
442;Country A;1995;9.68
443;Country B;1995;4.934
444;Country A;1995;12.255
445;Country B;1995;5.861
446;Country A;1995;11.106
447;Country B;1995;6.841
448;Country A;1995;11.385
449;Country B;1995;5.18
450;Country A;1995;12.095
451;Country B;1995;6.568
452;Country A;1995;13.473
453;Country B;1995;6.93
454;Country A;1995;10.586
455;Country B;1995;7.087
456;Country A;1995;13.076
457;Country B;1995;5.283
458;Country A;1995;7.494
459;Country B;1995;5.62
460;Country A;1995;13.207
461;Country B;1995;6.638
462;Country A;1995;12.658
463;Country B;1995;4.313
464;Country A;1995;12.814
465;Country B;-1;6.243
466;Country A;1995;13.075
467;Country B;1995;5.421
468;Country A;1995;11.285
469;Country B;1995;6.311
470;Country A;1995;13.418
471;Country B;1995;6.008
472;Country A;1995;14.529
473;Country B;1995;7.052
474;Country A;1995;9.36
475;Country B;1995;6.914
476;Country A;1995;6.673
477;Country B;1995;5.321
478;Country A;1995;7.121
479;Country B;1995;5.581
480;Country A;1995;11.585
481;Country B;1995;6.912
482;Country A;1995;10.733
483;Country B;1995;7.546
484;Country A;1995;9.875
485;Country B;1995;7.052
486;Country A;1995;12.22
487;Country B;1995;4.969
488;Country A;1995;15.506
489;Country B;1995;5.952
490;Country A;1995;11.467
491;Country B;1995;7.685
492;Country A;1995;11.67
493;Country B;1995;5.787
494;Country A;1995;9.423
495;Country B;1995;6.3
496;Country A;1995;14.037
497;Country B;1995;5.728
498;Country A;1995;10.36
499;Country B;1995;5.571
500;Country A;1995;8.538
501;Country B;1995;6.96
502;Country A;1995;13.541
503;Country B;1995;4.577
504;Country A;1995;10.914
505;Country B;1995;7.334
506;Country A;1995;7.676
507;Country B;1995;5.555
508;Country A;1995;12.796
509;Country B;1995;6.232
510;Country A;1995;14.382
511;Country B;1995;8.128
512;Country A;1995;10.244
513;Country B;1995;7.362
514;Country A;1995;12.091
515;Country B;1995;7.184
516;Country A;1995;11.024
517;Country B;1995;6.494
518;Country A;1995;13.653
519;Country B;1995;4.604
520;Country A;1995;15.32
521;Country B;1995;6.01
522;Country A;1995;12.166
523;Country B;1995;5.584
524;Country A;1995;9.354
525;Country B;1995;8.086
526;Country A;1995;7.431
527;Country B;1995;5.261
528;Country A;1995;12.563
529;Country B;1995;6.195
530;Country A;1995;11.165
531;Country B;1995;6.389
532;Country A;1995;13.188
533;Country B;1995;4.369
534;Country A;1995;14.508
535;Country B;1995;6.183
536;Country A;1995;9.407
537;Country B;1995;6.053
538;Country A;1995;12.981
539;Country B;1995;7.991
540;Country A;1995;11.98
541;Country B;1995;8.076
542;Country A;1995;14.224
543;Country B;1995;4.197
544;Country A;1995;12.571
545;Country B;1995;5.017
546;Country A;1995;9.192
547;Country B;1995;8.124
548;Country A;1995;10.48
549;Country B;1995;5.763
550;Country A;1995;12.1
551;Country B;1995;5.533
552;Country A;1995;11.628
553;Country B;1995;6.57
554;Country A;1995;14.091
555;Country B;1995;5.431
556;Country A;1995;14.066
557;Country B;1995;5.167
558;Country A;1995;8.244
559;Country B;1995;5.211
560;Country A;1995;11.429
561;Country B;1995;5.98
562;Country A;1995;14.84
563;Country B;1995;7.252
564;Country A;1995;13.703
565;Country B;1995;7.22
566;Country A;1995;10.101
567;Country B;-1;5.054
568;Country A;1995;11.857
569;Country B;1995;7.048
570;Country A;1995;14.37
571;Country B;1995;4.124
572;Country A;1995;9.76
573;Country B;-1;4.909
574;Country A;1995;17.285
575;Country B;1995;8.918
576;Country A;1995;8.754
577;Country B;1995;8.665
578;Country A;1995;8.302
579;Country B;1995;4.847
580;Country A;1995;12.068
581;Country B;1995;6.832
582;Country A;1995;7.789
583;Country B;1995;6.358
584;Country A;1995;13.487
585;Country B;1995;5.998
586;Country A;-1;16.002
587;Country B;1995;4.959
588;Country A;1995;10.405
589;Country B;1995;4.652
590;Country A;1995;14.503
591;Country B;1995;7.021
592;Country A;1995;9.535
593;Country B;1995;6.402
594;Country A;1995;13.418
595;Country B;1995;7.616
596;Country A;1995;13.268
597;Country B;1995;4.666
598;Country A;1995;9.425
599;Country B;1995;5.265
600;Country A;1995;13.367
601;Country B;1995;5.857
602;Country A;1995;-9999999
603;Country B;1995;6.213
604;Country A;1995;11.507
605;Country B;1995;5.41
606;Country A;1995;10.685
607;Country B;1995;6.11
608;Country A;1995;13.147
609;Country B;1995;7.818
610;Country A;1995;12.864
611;Country B;1995;4.869
612;Country A;1995;11.766
613;Country B;1995;5.936
614;Country A;1995;11.816
615;Country B;1995;7.974
616;Country A;1995;13.238
617;Country B;1995;5.394
618;Country A;1995;11.195
619;Country B;1995;5.753
620;Country A;1995;15.221
621;Country B;1995;7.94
622;Country A;1995;15.095
623;Country B;1995;-9999999
624;Country A;1995;17.133
625;Country B;1995;4.8
626;Country A;1995;11.5
627;Country B;1995;5.801
628;Country A;1995;14.8
629;Country B;1995;6.078
630;Country A;1995;10.744
631;Country B;1995;8.094
632;Country A;1995;11.759
633;Country B;1995;-9999999
634;Country A;1995;11.352
635;Country B;1995;3.685
636;Country A;1995;11.119
637;Country B;1995;5.267
638;Country A;1995;15.025
639;Country B;1995;5.711
640;Country A;1995;13.128
641;Country B;1995;6.988
642;Country A;-1;9.618
643;Country B;1995;6.418
644;Country A;1995;9.564
645;Country B;1995;4.622
646;Country A;1995;10.807
647;Country B;1995;6.885
648;Country A;1995;10.909
649;Country B;1995;7.519
650;Country A;1995;10.391
651;Country B;1995;5.056
652;Country A;1995;7.394
653;Country B;1995;4.526
654;Country A;1995;8.795
655;Country B;1995;5.141
656;Country A;1995;11.353
657;Country B;1995;5.63
658;Country A;1995;13.376
659;Country B;1995;5.308
660;Country A;1995;16.183
661;Country B;1995;3.612
662;Country A;1995;12.322
663;Country B;1995;-9999999
664;Country A;1995;9.38
665;Country B;1995;6.197
666;Country A;1995;14.83
667;Country B;1995;7.788
668;Country A;1995;14.911
669;Country B;1995;5.466
670;Country A;1995;12.488
671;Country B;1995;8.017
672;Country A;1995;14.311
673;Country B;1995;6.908
674;Country A;1995;12.853
675;Country B;1995;4.806
676;Country A;1995;12.047
677;Country B;1995;5.249
678;Country A;1995;10.578
679;Country B;1995;6.081
680;Country A;1995;12.948
681;Country B;1995;6.726
682;Country A;1995;11.181
683;Country B;1995;3.57
684;Country A;1995;13.454
685;Country B;1995;3.774
686;Country A;1995;13.849
687;Country B;1995;5.385
688;Country A;1995;14.404
689;Country B;1995;6.087
690;Country A;1995;15.366
691;Country B;1995;6.85
692;Country A;1995;9.612
693;Country B;1995;6.838
694;Country A;1995;13.295
695;Country B;1995;6.153
696;Country A;1995;11.448
697;Country B;1995;5.498
698;Country A;1995;9.8
699;Country B;1995;7.688
700;Country A;1995;10.897
701;Country B;1995;5.929
702;Country A;1995;14.996
703;Country B;1995;4.529
704;Country A;1995;13.308
705;Country B;1995;6.001
706;Country A;1995;9.057
707;Country B;1995;5.479
708;Country A;1995;13.481
709;Country B;1995;5.791
710;Country A;1995;12.331
711;Country B;1995;5.84
712;Country A;1995;15.526
713;Country B;1995;5.645
714;Country A;1995;16.71
715;Country B;1995;5.619
716;Country A;1995;9.629
717;Country B;1995;5.406
718;Country A;1995;10.48
719;Country B;1995;6.377
720;Country A;1995;12.263
721;Country B;1995;4.697
722;Country A;1995;12.059
723;Country B;1995;6.276
724;Country A;1995;16.613
725;Country B;1995;6.48
726;Country A;1995;12.832
727;Country B;1995;7.293
728;Country A;1995;12.855
729;Country B;1995;5.3
730;Country A;1995;12.037
731;Country B;1995;6.809
732;Country A;1995;13.132
733;Country B;1995;6.541
734;Country A;1995;12.509
735;Country B;1995;5.072
736;Country A;1995;13.848
737;Country B;1995;3.898
738;Country A;1995;8.406
739;Country B;1995;5.97
740;Country A;1995;13.313
741;Country B;1995;6.338
742;Country A;1995;9.051
743;Country B;1995;7.917
744;Country A;1995;11.267
745;Country B;1995;4.734
746;Country A;1995;7.913
747;Country B;1995;6.025
748;Country A;1995;8.634
749;Country B;1995;5.165
750;Country A;1995;11.733
751;Country B;1995;7.9
752;Country A;1995;12.386
753;Country B;1995;7.393
754;Country A;1995;16.102
755;Country B;1995;5.574
756;Country A;1995;9.024
757;Country B;1995;5.483
758;Country A;1995;8.149
759;Country B;1995;5.008
760;Country A;1995;12.056
761;Country B;1995;6.96
762;Country A;1995;9.142
763;Country B;1995;3.402
764;Country A;1995;5.764
765;Country B;1995;5.178
766;Country A;1995;12.274
767;Country B;1995;6.684
768;Country A;1995;12.099
769;Country B;1995;6.154
770;Country A;1995;13.192
771;Country B;1995;6.717
772;Country A;1995;9.433
773;Country B;1995;5.644
774;Country A;1995;15.551
775;Country B;1995;6.154
776;Country A;1995;9.099
777;Country B;1995;7.122
778;Country A;1995;10.162
779;Country B;1995;6.364
780;Country A;1995;11.679
781;Country B;1995;7.102
782;Country A;1995;11.129
783;Country B;1995;6.923
784;Country A;1995;10.919
785;Country B;1995;5.812
786;Country A;1995;15.637
787;Country B;1995;3.398
788;Country A;1995;12.375
789;Country B;1995;6.813
790;Country A;1995;14.741
791;Country B;1995;8.113
792;Country A;1995;10.735
793;Country B;1995;5.058
794;Country A;1995;8.954
795;Country B;1995;5.316
796;Country A;1995;13.978
797;Country B;1995;6.491
798;Country A;1995;12.088
799;Country B;1995;7.568
800;Country A;1995;11.237
801;Country B;1995;6.597
802;Country A;1995;15.166
803;Country B;1995;5.298
804;Country A;1995;16.087
805;Country B;1995;5.934
806;Country A;1995;15.147
807;Country B;1995;8.062
808;Country A;1995;14.45
809;Country B;1995;7.073
810;Country A;1995;13.855
811;Country B;1995;-9999999
812;Country A;1995;9.595
813;Country B;1995;6.921
814;Country A;1995;14.456
815;Country B;1995;4.518
816;Country A;1995;11.697
817;Country B;1995;6.47
818;Country A;1995;10.256
819;Country B;1995;6.317
820;Country A;1995;12.555
821;Country B;1995;6.786
822;Country A;1995;7.967
823;Country B;1995;6.623
824;Country A;1995;12.095
825;Country B;1995;4.897
826;Country A;1995;13.005
827;Country B;1995;7.711
828;Country A;1995;8.913
829;Country B;1995;5.79
830;Country A;1995;12.453
831;Country B;1995;6.761
832;Country A;1995;13.1
833;Country B;1995;7.089
834;Country A;1995;12.003
835;Country B;1995;6.729
836;Country A;1995;13.545
837;Country B;1995;4.915
838;Country A;1995;12.344
839;Country B;1995;4.333
840;Country A;1995;15.56
841;Country B;1995;7.927
842;Country A;1995;13.795
843;Country B;1995;6.255
844;Country A;1995;11.771
845;Country B;1995;6.292
846;Country A;1995;12.48
847;Country B;1995;5.968
848;Country A;1995;11.985
849;Country B;1995;4.466
850;Country A;1995;12.215
851;Country B;1995;6.425
852;Country A;1995;14.059
853;Country B;-1;4.345
854;Country A;1995;13.715
855;Country B;1995;6.764
856;Country A;1995;11.261
857;Country B;1995;7.418
858;Country A;1995;11.255
859;Country B;1995;6.5
860;Country A;1995;11.225
861;Country B;1995;6.53
862;Country A;1995;11.311
863;Country B;1995;5.007
864;Country A;1995;15.231
865;Country B;1995;8.86
866;Country A;1995;11.408
867;Country B;1995;5.487
868;Country A;1995;-9999999
869;Country B;1995;5.911
870;Country A;1995;14.224
871;Country B;1995;6.108
872;Country A;1995;10.715
873;Country B;1995;6.886
874;Country A;1995;15.025
875;Country B;1995;4.685
876;Country A;1995;15.838
877;Country B;1995;4.434
878;Country A;1995;13.951
879;Country B;1995;6.889
880;Country A;1995;18.334
881;Country B;1995;7.654
882;Country A;-1;9.901
883;Country B;1995;7.038
884;Country A;1995;11.536
885;Country B;1995;-9999999
886;Country A;1995;11.634
887;Country B;1995;6.666
888;Country A;1995;14.612
889;Country B;1995;6.896
890;Country A;1995;9.917
891;Country B;1995;5.317
892;Country A;1995;14.893
893;Country B;1995;5.597
894;Country A;1995;7.171
895;Country B;1995;4.71
896;Country A;1995;11.738
897;Country B;1995;6.771
898;Country A;1995;11.101
899;Country B;1995;5.948
900;Country A;1995;13
901;Country B;1995;5.525
902;Country A;1995;13.821
903;Country B;1995;4.182
904;Country A;-1;13.451
905;Country B;1995;6.308
906;Country A;1995;9.673
907;Country B;1995;4.967
908;Country A;1995;15.812
909;Country B;1995;4.986
910;Country A;1995;16.781
911;Country B;1995;5.164
912;Country A;1995;13.989
913;Country B;1995;5.541
914;Country A;1995;-9999999
915;Country B;1995;7.731
916;Country A;1995;12.046
917;Country B;1995;6.222
918;Country A;1995;13.77
919;Country B;1995;5.381
920;Country A;1995;12.711
921;Country B;1995;5.292
922;Country A;1995;10.846
923;Country B;1995;5.321
924;Country A;1995;13.358
925;Country B;1995;4.224
926;Country A;1995;14.739
927;Country B;1995;6.752
928;Country A;1995;9.569
929;Country B;1995;5.459
930;Country A;1995;10.049
931;Country B;1995;4.572
932;Country A;1995;11.463
933;Country B;1995;7.939
934;Country A;1995;9.641
935;Country B;1995;5.918
936;Country A;1995;8.808
937;Country B;1995;7.415
938;Country A;1995;15.037
939;Country B;1995;6.191
940;Country A;1995;12.686
941;Country B;1995;7.633
942;Country A;1995;13.771
943;Country B;1995;5.411
944;Country A;1995;14.414
945;Country B;1995;5.417
946;Country A;1995;9.006
947;Country B;1995;8.027
948;Country A;1995;13.13
949;Country B;1995;5.028
950;Country A;1995;13.071
951;Country B;1995;6.044
952;Country A;1995;10.805
953;Country B;1995;8.232
954;Country A;1995;13.603
955;Country B;1995;7.115
956;Country A;1995;15.652
957;Country B;1995;6.371
958;Country A;1995;14.332
959;Country B;1995;6.978
960;Country A;1995;11.005
961;Country B;1995;4.805
962;Country A;1995;14.273
963;Country B;1995;3.479
964;Country A;1995;9.67
965;Country B;1995;4.521
966;Country A;1995;8.728
967;Country B;1995;6.82
968;Country A;1995;10.589
969;Country B;1995;5.709
970;Country A;1995;12.392
971;Country B;1995;6.157
972;Country A;1995;12.286
973;Country B;1995;6.607
974;Country A;1995;12.23
975;Country B;1995;4.55
976;Country A;1995;14.205
977;Country B;1995;3.419
978;Country A;1995;14.28
979;Country B;1995;6.655
980;Country A;1995;13.341
981;Country B;1995;5.14
982;Country A;1995;10.616
983;Country B;1995;5.979
984;Country A;1995;12.94
985;Country B;1995;5.886
986;Country A;1995;12.92
987;Country B;1995;6.942
988;Country A;1995;10.021
989;Country B;1995;9.205
990;Country A;1995;10.904
991;Country B;1995;4.36
992;Country A;1995;8.606
993;Country B;1995;5.309
994;Country A;1995;10.063
995;Country B;1995;5.885
996;Country A;1995;13.421
997;Country B;1995;5.256
998;Country A;1995;13.807
999;Country B;1995;3.473
1000;Country A;1995;9.174
1001;Country B;1995;8.014
1002;Country A;1995;11.23
1003;Country B;1995;6.493
1004;Country A;1995;12.599
1005;Country B;1995;5.877
1006;Country A;1995;14.756
1007;Country B;1995;7.094
1008;Country A;1995;10.718
1009;Country B;1995;5.279
1010;Country A;1995;9.24
1011;Country B;1995;5.782
1012;Country A;1995;11.313
1013;Country B;1995;6.948
1014;Country A;1995;12.218
1015;Country B;1995;9.159
1016;Country A;1995;11.556
1017;Country B;1995;5.876
1018;Country A;1995;9.207
1019;Country B;1995;4.285
1020;Country A;1995;14.891
1021;Country B;1995;5.644
1022;Country A;1995;13.057
1023;Country B;1995;6.588
1024;Country A;1995;14.352
1025;Country B;1995;3.445
1026;Country A;1995;9.227
1027;Country B;1995;6.597
1028;Country A;1995;9.132
1029;Country B;1995;5.521
1030;Country A;1995;7.435
1031;Country B;1995;5.691
1032;Country A;1995;13.895
1033;Country B;1995;5.387
1034;Country A;1995;10.276
1035;Country B;1995;4.662
1036;Country A;-1;11.048
1037;Country B;1995;8.053
1038;Country A;1995;17.033
1039;Country B;1995;6.77
1040;Country A;1995;13.861
1041;Country B;-1;7.058
1042;Country A;1995;12.91
1043;Country B;1995;5.411
1044;Country A;1995;12.995
1045;Country B;1995;4.502
1046;Country A;1995;12.567
1047;Country B;1995;5.45
1048;Country A;1995;7.981
1049;Country B;1995;4.557
1050;Country A;1995;12.089
1051;Country B;1995;5.088
1052;Country A;1995;8.837
1053;Country B;1995;4.244
1054;Country A;1995;13.169
1055;Country B;1995;6.391
1056;Country A;1995;7.232
1057;Country B;1995;6.273
1058;Country A;1995;9.21
1059;Country B;1995;6.668
1060;Country A;1995;12.036
1061;Country B;1995;4.981
1062;Country A;1995;11.257
1063;Country B;1995;5.231
1064;Country A;1995;9.993
1065;Country B;1995;9.104
1066;Country A;-1;11.477
1067;Country B;1995;8.617
1068;Country A;1995;11.928
1069;Country B;1995;6.242
1070;Country A;1995;11.639
1071;Country B;1995;6.866
1072;Country A;1995;6.284
1073;Country B;1995;5.127
1074;Country A;1995;10.219
1075;Country B;1995;6.649
1076;Country A;1995;8.682
1077;Country B;1995;6.181
1078;Country A;1995;12.512
1079;Country B;1995;7.178
1080;Country A;1995;10.292
1081;Country B;1995;6.356
1082;Country A;1995;10.694
1083;Country B;1995;5.855
1084;Country A;1995;14.327
1085;Country B;1995;5.796
1086;Country A;1995;9.631
1087;Country B;1995;5.18
1088;Country A;1995;12.703
1089;Country B;1995;5.755
1090;Country A;1995;12.669
1091;Country B;1995;4.648
1092;Country A;1995;11.754
1093;Country B;1995;5.715
1094;Country A;1995;11.973
1095;Country B;1995;5.782
1096;Country A;1995;11.352
1097;Country B;1995;6.256
1098;Country A;1995;12.997
1099;Country B;-1;6.314
1100;Country A;1995;12.342
1101;Country B;-1;5.517
1102;Country A;1995;12.423
1103;Country B;1995;5.761
1104;Country A;1995;12.264
1105;Country B;1995;4.861
1106;Country A;1995;13.556
1107;Country B;1995;5.436
1108;Country A;1995;11.143
1109;Country B;1995;4.933
1110;Country A;1995;14.179
1111;Country B;1995;6.262
1112;Country A;1995;12.47
1113;Country B;-1;7.026
1114;Country A;1995;11.357
1115;Country B;1995;6.068
1116;Country A;1995;-9999999
1117;Country B;1995;5.261
1118;Country A;1995;14.485
1119;Country B;1995;7.349
1120;Country A;1995;5.692
1121;Country B;1995;7.351
1122;Country A;1995;11.181
1123;Country B;1995;5.98
1124;Country A;1995;7.286
1125;Country B;1995;7.344
1126;Country A;1995;15.82
1127;Country B;1995;6.357
1128;Country A;1995;12.247
1129;Country B;1995;2.752
1130;Country A;1995;9.79
1131;Country B;1995;7.434
1132;Country A;1995;10.771
1133;Country B;1995;6.448
1134;Country A;1995;12.671
1135;Country B;1995;6.752
1136;Country A;1995;14.701
1137;Country B;1995;6.581
1138;Country A;1995;15.16
1139;Country B;1995;6.891
1140;Country A;1995;13.497
1141;Country B;1995;4.949
1142;Country A;1995;10.176
1143;Country B;1995;5.922
1144;Country A;1995;10.06
1145;Country B;1995;5.698
1146;Country A;1995;8.681
1147;Country B;1995;5.547
1148;Country A;1995;11.411
1149;Country B;1995;7.859
1150;Country A;1995;10.635
1151;Country B;1995;5.885
1152;Country A;1995;9.303
1153;Country B;1995;5.117
1154;Country A;-1;12.768
1155;Country B;1995;6.505
1156;Country A;1995;12.319
1157;Country B;1995;6.452
1158;Country A;1995;13.136
1159;Country B;1995;5.859
1160;Country A;1995;14.287
1161;Country B;1995;6.517
1162;Country A;1995;8.782
1163;Country B;1995;6.102
1164;Country A;1995;13.954
1165;Country B;1995;8.668
1166;Country A;1995;7.8
1167;Country B;1995;6.235
1168;Country A;1995;13.333
1169;Country B;1995;5.036
1170;Country A;1995;13.68
1171;Country B;1995;6.233
1172;Country A;1995;8.65
1173;Country B;1995;7.08
1174;Country A;1995;18.426
1175;Country B;1995;5.838
1176;Country A;1995;9.844
1177;Country B;1995;5.047
1178;Country A;1995;6.335
1179;Country B;1995;5.775
1180;Country A;1995;14.412
1181;Country B;1995;5.865
1182;Country A;1995;11.146
1183;Country B;1995;8.275
1184;Country A;1995;9.98
1185;Country B;1995;7.815
1186;Country A;1995;12.429
1187;Country B;1995;6.908
1188;Country A;1995;-9999999
1189;Country B;1995;3.615
1190;Country A;1995;13.969
1191;Country B;1995;4.028
1192;Country A;1995;9.301
1193;Country B;1995;5.961
1194;Country A;1995;13.151
1195;Country B;1995;5.446
1196;Country A;1995;7.426
1197;Country B;1995;5.801
1198;Country A;1995;8.201
1199;Country B;1995;6.621
1200;Country A;1995;11.787
1201;Country B;1995;7.24
1202;Country A;1995;10.535
1203;Country B;1995;6.586
1204;Country A;1995;15.22
1205;Country B;1995;7.247
1206;Country A;1995;11.118
1207;Country B;1995;6.196
1208;Country A;1995;9.142
1209;Country B;1995;5.275
1210;Country A;1995;12.789
1211;Country B;1995;5.698
1212;Country A;1995;12.293
1213;Country B;1995;7.088
1214;Country A;1995;11.853
1215;Country B;1995;5.171
1216;Country A;1995;10.046
1217;Country B;1995;7.228
1218;Country A;1995;10.007
1219;Country B;1995;5.119
1220;Country A;1995;12.316
1221;Country B;1995;6.803
